species,decimalLongitude.new1,decimalLatitude.new1,States,Biome,Endemism,Inside_State,Inside_Biome,Inside_BR,catalogNumber,data_source,species_id,scientificName.new1,decimalLatitude,decimalLongitude,decimalLatitude.new,decimalLongitude.new,country,country.new,stateProvince.new,municipality.new,locality.new,year.new,family.new1,geo.check,geo.check1,Flagging,cult.check,loc.check1,recordedBy.new,identifiedBy.new,resol.orig,resolution.gazetteer1,Filters_ok,Country_Capital,Province_centroid,IdenticalLongLat,GBIFheadquarter,Biod_inst,Outside_coord,zero_coord,Duplicated,shore,open_sea,wrong_country,Checar_Local,Ano,Filtrador
Araucaria angustifolia,-50.551667,-28.348055,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,RB00695086,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-28.348055,-50.551667,-28.348055,-50.551667,Brazil,brazil,santa catarina,lages,epagri,2011,Araucariaceae,ok_county,ok_county,Checar_local,"",check_local.2municip.,"Rosa, D.W.",s.n.,locality,county,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-51.828037,-25.076469,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,176506291,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.076469,-51.828037,-25.076469,-51.828037,Brazil,brazil,parana,no.info,campina do simao  pr  br,2023,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Silverio, A.","Silverio, A.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-49.398853,-26.871325,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,106275521,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.871325,-49.398853,-26.871325,-49.398853,Brazil,brazil,santa catarina,no.info,rodeio   sc  brasil,2011,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Catarina, F.S.","Catarina, F.S.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-50.345868,-28.425536,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,145693796,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-28.425536,-50.345868,-28.425536,-50.345868,Brazil,brazil,santa catarina,no.info,sao joaquim   sc  88600 000  brasil,2011,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Igual, E.C.","Igual, E.C.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-44.735418,-22.355911,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,134992429,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.355911,-44.735418,-22.355911,-44.735418,Brazil,brazil,minas gerais,no.info,itamonte   mg  37466 000  brasil,2010,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Romano, P.","Romano, P.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-44.735415,-22.355918,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,134992431,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.355918,-44.735415,-22.355918,-44.735415,Brazil,brazil,minas gerais,no.info,itamonte   mg  37466 000  brasil,2010,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Romano, P.","Romano, P.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-44.735435,-22.35591,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,134992434,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.35591,-44.735435,-22.35591,-44.735435,Brazil,brazil,minas gerais,no.info,itamonte   mg  37466 000  brasil,2010,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Romano, P.","Romano, P.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-44.735428,-22.355919,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,134992437,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.355919,-44.735428,-22.355919,-44.735428,Brazil,brazil,minas gerais,no.info,itamonte   mg  37466 000  brasil,2010,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Romano, P.","Romano, P.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-50.388391,-29.426995,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,178051278,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-29.426995,-50.388391,-29.426995,-50.388391,Brazil,brazil,rio grande do sul,no.info,sao francisco de paula   rio grande del sur  brasil,2023,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Fernandez, P.G.","Fernandez, P.G.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-50.289789,-29.8629,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,103984513,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-29.8629,-50.289789,-29.8629,-50.289789,Brazil,brazil,rio grande do sul,no.info,osorio   rs  brazil,2010,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Olmstead, R.","Olmstead, R.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-44.601052,-22.446025,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,129847443,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.446025,-44.601052,-22.446025,-44.601052,Brazil,brazil,rio de janeiro,no.info,itatiaia   rj  brasil,2010,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Romano, P.","Romano, P.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-44.600216,-22.449162,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,129848538,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.449162,-44.600216,-22.449162,-44.600216,Brazil,brazil,rio de janeiro,no.info,itatiaia   rj  brasil,2010,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Romano, P.","Romano, P.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-44.599893,-22.449237,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,129849095,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.449237,-44.599893,-22.449237,-44.599893,Brazil,brazil,rio de janeiro,no.info,itatiaia   rj  brasil,2010,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Romano, P.","Romano, P.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-44.605856,-22.449852,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,129847447,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.449852,-44.605856,-22.449852,-44.605856,Brazil,brazil,rio de janeiro,no.info,itatiaia   rj  brasil,2010,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Romano, P.","Romano, P.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-44.60603,-22.449634,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,129848536,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.449634,-44.60603,-22.449634,-44.60603,Brazil,brazil,rio de janeiro,no.info,itatiaia   rj  brasil,2010,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Romano, P.","Romano, P.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-44.607146,-22.448801,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,129856373,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.448801,-44.607146,-22.448801,-44.607146,Brazil,brazil,rio de janeiro,no.info,itatiaia   rj  brasil,2010,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Romano, P.","Romano, P.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-44.607197,-22.449733,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,129848537,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.449733,-44.607197,-22.449733,-44.607197,Brazil,brazil,rio de janeiro,no.info,itatiaia   rj  brasil,2010,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Romano, P.","Romano, P.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-50.599336,-29.456585,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,178201848,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-29.456585,-50.599336,-29.456585,-50.599336,Brazil,brazil,rio grande do sul,no.info,estrada da carapina  sao francisco de paula  rs  br,2023,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Sly, N.","Sly, N.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-49.158611,-25.315833,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,FURB45863,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.315833,-49.158611,-25.315833,-49.158611,Brazil,brazil,parana,colombo,embrapa,2010,Araucariaceae,ok_county,ok_county,No flags,"",ok_same_resolution,"Verdi, M.","Verdi, M.",locality,locality,TRUE,,"","",,"",,,"",,"","","","",Weverton
Araucaria angustifolia,-44.735802,-22.356214,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,134921033,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.356214,-44.735802,-22.356214,-44.735802,Brazil,brazil,minas gerais,no.info,itamonte   mg  37466 000  brasil,2010,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Romano, P.","Romano, P.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-44.735459,-22.355926,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,135266053,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.355926,-44.735459,-22.355926,-44.735459,Brazil,brazil,minas gerais,no.info,itamonte   mg  37466 000  brasil,2010,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Romano, P.","Romano, P.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-44.735469,-22.355973,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,135266055,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.355973,-44.735469,-22.355973,-44.735469,Brazil,brazil,minas gerais,no.info,itamonte   mg  37466 000  brasil,2010,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Romano, P.","Romano, P.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-44.726729,-22.365071,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,135286079,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.365071,-44.726729,-22.365071,-44.726729,Brazil,brazil,rio de janeiro,no.info,resende   rj  brasil,2010,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Romano, P.","Romano, P.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-50.080811,-29.156334,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,163004018,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-29.156334,-50.080811,-29.156334,-50.080811,Brazil,brazil,rio grande do sul,no.info,cambara do sul   rs  brasil,2010,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Ambrozio, A.","Ambrozio, A.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-50.383482,-29.391629,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,178201942,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-29.391629,-50.383482,-29.391629,-50.383482,Brazil,brazil,rio grande do sul,no.info,sao francisco de paula  br rs  br,2023,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Sly, N.","Sly, N.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-51.342362,-29.223187,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,38277614,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-29.223187,-51.342362,-29.223187,-51.342362,Brazil,brazil,rio grande do sul,no.info,farroupilha  rio grande do sul  brazil,2010,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,Mikeh,Mikeh,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-49.726111,-25.788611,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,UFRN00011628,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.788611,-49.726111,-25.788611,-49.726111,Brazil,brazil,parana,lapa,ca  de 3 km da sede municipal,2010,Araucariaceae,ok_county,ok_county,Checar_local,"",check_local.2municip.,"Stedile, P.C.","Jardim, J.G.",locality,county,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-44.602779,-22.446935,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,129850571,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.446935,-44.602779,-22.446935,-44.602779,Brazil,brazil,rio de janeiro,no.info,itatiaia   rj  brasil,2009,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Romano, P.","Romano, P.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-50.38332,-29.391825,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,178363774,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-29.391825,-50.38332,-29.391825,-50.38332,Brazil,brazil,rio grande do sul,no.info,ers484  sao francisco de paula  rs  br,2023,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Billerman, S.","Billerman, S.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-49.491944,-28.013056,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,FURB45858,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-28.013056,-49.491944,-28.013056,-49.491944,Brazil,brazil,santa catarina,urubici,santa terezinha,2009,Araucariaceae,ok_county,ok_county,Checar_local,"",check_local.2municip.,"Verdi, M.","Verdi, M.",locality,county,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-44.601052,-22.446104,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,129855492,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.446104,-44.601052,-22.446104,-44.601052,Brazil,brazil,rio de janeiro,no.info,itatiaia   rj  brasil,2009,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Romano, P.","Romano, P.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-44.601076,-22.446064,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,129855493,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.446064,-44.601076,-22.446064,-44.601076,Brazil,brazil,rio de janeiro,no.info,itatiaia   rj  brasil,2009,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Romano, P.","Romano, P.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-50.3867,-29.4228,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,107845359,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-29.4228,-50.3867,-29.4228,-50.3867,Brazil,brazil,rio grande do sul,no.info,sao francisco de paula   rs  brazil,2009,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Debastiani, V.J.","Debastiani, V.J.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-44.606073,-22.449555,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,129856372,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.449555,-44.606073,-22.449555,-44.606073,Brazil,brazil,rio de janeiro,no.info,itatiaia   rj  brasil,2009,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Romano, P.","Romano, P.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-54.104404,-26.627665,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,"","",,102351716,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.627665,-54.104404,-26.627665,-54.104404,Argentina,argentina,misiones,no.info,san pedro  misiones  argentina,2009,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Hulsberg, H.","Hulsberg, H.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-50.611245,-29.443663,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,178363924,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-29.443663,-50.611245,-29.443663,-50.611245,Brazil,brazil,rio grande do sul,no.info,sao francisco de paula  rs  br,2023,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Billerman, S.","Billerman, S.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-44.735506,-22.356026,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,134890661,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.356026,-44.735506,-22.356026,-44.735506,Brazil,brazil,minas gerais,no.info,itamonte   mg  37466 000  brasil,2009,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Romano, P.","Romano, P.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-44.735543,-22.356079,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,134890664,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.356079,-44.735543,-22.356079,-44.735543,Brazil,brazil,minas gerais,no.info,itamonte   mg  37466 000  brasil,2009,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Romano, P.","Romano, P.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-44.735569,-22.356084,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,134890666,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.356084,-44.735569,-22.356084,-44.735569,Brazil,brazil,minas gerais,no.info,itamonte   mg  37466 000  brasil,2009,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Romano, P.","Romano, P.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-44.735416,-22.355947,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,134988659,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.355947,-44.735416,-22.355947,-44.735416,Brazil,brazil,minas gerais,no.info,itamonte   mg  37466 000  brasil,2009,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Romano, P.","Romano, P.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-44.735457,-22.355957,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,134988662,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.355957,-44.735457,-22.355957,-44.735457,Brazil,brazil,minas gerais,no.info,itamonte   mg  37466 000  brasil,2009,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Romano, P.","Romano, P.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-49.410833,-27.629167,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,FURB45857,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.629167,-49.410833,-27.629167,-49.410833,Brazil,brazil,santa catarina,alfredo wagner,soldadinho,2009,Araucariaceae,ok_county,ok_county,No flags,"",ok_same_resolution,"Korte, A.","Korte, A.",locality,locality,TRUE,,"","",,"",,,"",,"","","","",Weverton
Araucaria angustifolia,-51.388333,-26.907222,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,FURB45865,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.907222,-51.388333,-26.907222,-51.388333,Brazil,brazil,santa catarina,salto veloso,proximo ao centro,2008,Araucariaceae,ok_county,ok_county,Checar_local,"",check_local.2municip.,"Dreveck, S.","Dreveck, S.",locality,county,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-50.925322,-27.015767,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,149144588,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-27.015767,-50.925322,-27.015767,-50.925322,Brazil,brazil,santa catarina,no.info,fraiburgo  sc  br,2023,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Ambrozio, A.","Ambrozio, A.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-49.232936,-25.448224,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,178555551,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-25.448224,-49.232936,-25.448224,-49.232936,Brazil,brazil,parana,no.info,universidade federal do parana   centro politecnico  curitiba  pr  br,2023,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,Vinibala,Vinibala,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-44.662086,-22.381667,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,106680819,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.381667,-44.662086,-22.381667,-44.662086,Brazil,brazil,rio de janeiro,no.info,agulhas negras   state of rio de janeiro  brazil,2008,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Jonathan, M.","Jonathan, M.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-41.699586,-20.558867,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,121297218,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-20.558867,-41.699586,-20.558867,-41.699586,Brazil,brazil,espirito santo,no.info,brazil,2008,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Mercon, L.",Lance,locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-44.613197,-22.440392,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,129849094,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-22.440392,-44.613197,-22.440392,-44.613197,Brazil,brazil,rio de janeiro,no.info,itatiaia   rj  brasil,2008,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,"Romano, P.","Romano, P.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-50.67,-28.260278,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,FURB45866,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-28.260278,-50.67,-28.260278,-50.67,Brazil,brazil,santa catarina,lages,fazenda santo cristo da schio,2008,Araucariaceae,ok_county,ok_county,No flags,"",ok_same_resolution,"Verdi, M.","Verdi, M.",locality,locality,TRUE,,"","",,"",,,"",,"","","","",Weverton
Araucaria angustifolia,-53.896703,-26.557112,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,"","",,179236411,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-26.557112,-53.896703,-26.557112,-53.896703,Argentina,argentina,misiones,no.info,san pedro  misiones  ar,2023,Araucariaceae,ok_state,ok_state,Checar_local,"",check_local.2state,Forestalbelga,"Preliasco, P.",locality,state,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
Araucaria angustifolia,-53.420556,-24.937222,MG;PR;RJ;RS;SC;SP,Atlantic_Forest;Pampa,Non-endemic,TRUE,TRUE,,UNOP004820,gbif,Araucaria angustifolia,Araucaria angustifolia (Bertol.) Kuntze,-24.937222,-53.420556,-24.937222,-53.420556,Brazil,brazil,parana,cascavel,parque ecologico paulo gorski  lago municipal,2008,Araucariaceae,ok_county,ok_county,Checar_local,"",check_local.2municip.,"Snak, C.","Snak, C.",locality,county,TRUE,,"","",,"",,,"",,"","",Checar_local,"",Weverton
