"","record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","class","order","infraspecificEpithet","continentOcean","maximumElevationInMeters","minimumElevationInMeters","fieldNumber","individualCount","typeStatus","preparationType","relationshipType","relatedCatalogItem","previousCatalogNumber"
"399","399","2014-04-04 18:25:57-03","PNFM","IRAI","4580","S","Plantae","Lignophyta","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Ristow, R.","Ristow, R.","1856","2011","10","12","Brasil","Paraná","Pinhais","Área 1, Parque Newton Freire Maia, Jardim Boa Vista","-49.120722","-25.382861","-49.120722","-25.382861","IRAI00004580",NA,NA,"2011","10","19","Árvore, 8 m, estróbilos masculinos. Área antropizada",NA,"Pinales",NA,NA,"900","900",NA,NA,NA,NA,NA,NA,NA
"400","400","2014-04-04 18:25:57-03","PNFM","IRAI","044","S","Plantae","Lignophyta","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Hatschbach, G.","Barbosa, E.","689","2003","07","03","Brasil","Paraná","Curitiba","Horto Municipal da Barreirinha","-49.260167","-25.364306","-49.260167","-25.364306","IRAI00000044",NA,NA,"2003","01","01","Mata com Araucária",NA,"Pinales",NA,NA,"980","980",NA,NA,NA,NA,NA,NA,NA
"401","401","2023-08-09 09:48:42-03","UEFS","HUEFS","195231","PreservedSpecimen","Plantae","Gymnospermae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","J.M.Silva","Bolson, M.","485","2011","08","30","Brasil","Paraná","Curitiba","Jardim Botânico Municipal .","-49.2731018066406","-25.4277992248535",NA,NA,"HUEFS0195231","25180","auto","2011","08",NA,NA,"Pinidae","Araucariales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","402","2023-08-09 09:48:42-03","UEFS","HUEFS","195232","PreservedSpecimen","Plantae","Gymnospermae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","M.Bolson","Bolson, M.","477","2011","03","28","Brasil","Paraná","Curitiba","Rampa do Setor de Ciências Biológicas.","-49.2731018066406","-25.4277992248535",NA,NA,"HUEFS0195232","25180","auto","2011","06",NA,NA,"Pinidae","Araucariales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","403","2023-08-09 09:48:42-03","UEFS","HUEFS","219566","PreservedSpecimen","Plantae","Gymnospermae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","M.C.Scipioni","Santos, V.dos","110","2014","02","22","Brasil","Santa Catarina","Curitibanos","Centro da cidade de Curitibanos.","-50.584400177002","-27.2828006744385",NA,NA,"HUEFS0219566","25987","auto",NA,NA,NA,".","Pinidae","Araucariales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","404","2019-04-02 09:30:36-03","URICER","HPBR","7600","S","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"BUTZKE, A.",NA,"1995","11","16","Brasil","RS","Quatro Irmãos",NA,NA,NA,NA,NA,"HPBR007600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"405","405","2019-04-02 09:30:36-03","URICER","HPBR","7958","S","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"BUTZKE, A.",NA,"1994","09","03","Brasil","RS","Campinas",NA,NA,NA,NA,NA,"HPBR007958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"406","406","2020-06-24 11:42:22-03","URICER","HPBR","8264","S","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","LONGHI, S. J.","PICCININ, T. et al",NA,"2002","05","08","Brasil","RS","Benjamim Constant do Sul","RESERVA INDIGENA DO VOTOURO",NA,NA,NA,NA,"HPBR008264",NA,NA,"2002","06","12",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA
"407","407","2019-04-02 09:30:36-03","URICER","HPBR","8012","S","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"BUTZKE, A. et al.",NA,"1995","12","27","Brasil","RS","Erebango",NA,"-52.3018989562988","-27.8553009033203",NA,NA,"HPBR008012","12173","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"408","408","2019-11-12 16:42:38-03","URICER","HPBR","12230","S","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"ARTUSI, A.C.",NA,"2016","08","05","Brasil","RS","Erechim",NA,"-52.2738990783691","-27.6341991424561",NA,NA,"HPBR012230","46790","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","409","2019-04-02 09:30:36-03","URICER","HPBR","371","S","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"ARGENTA, A.",NA,"1985","04","20","Brasil","RS","Erechim",NA,"-52.2738990783691","-27.6341991424561",NA,NA,"HPBR000371","46790","auto",NA,NA,NA,"6m de altura",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"410","410","2019-04-02 09:30:36-03","URICER","HPBR","4487","S","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"ARGENTA, A.",NA,"1985","04","10","Brasil","RS","Erechim",NA,"-52.2738990783691","-27.6341991424561",NA,NA,"HPBR004487","46790","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"411","411","2022-11-23 17:08:58-03","URICER","HPBR","9010","S","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","EISINGER; CANTO-DOROW","MOHR, P.",NA,"2003","04","24","Brasil","RS","Erechim",NA,"-52.2738990783691","-27.6341991424561",NA,NA,"HPBR009010","46790","auto","2004","05","24",NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA
"412","412","2019-04-02 09:30:36-03","URICER","HPBR","9815","S","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"ZANIN, E. M.",NA,"2004","04","15","Brasil","RS","Erechim",NA,"-52.2738990783691","-27.6341991424561",NA,NA,"HPBR009815","46790","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"413","413","2019-11-21 17:02:12-03","URICER","HPBR","97","S","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","ULIK, C.","ANZANELO, L.",NA,"1983","03","13","Brasil","RS","Erechim","PARQUE MUNIC. LONGINES MALINOWSKI","-52.2738990783691","-27.6341991424561",NA,NA,"HPBR000097","46790","auto","1983","03","13",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"414","414","2019-04-02 09:30:36-03","URICER","HPBR","7075","S","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","BUTZKE, A","BUTZKE, A. et al.",NA,"1993","05","12","Brasil","RS","Erechim","PARQUE MUNIC. LONGINES MALINOWSKI","-52.2738990783691","-27.6341991424561",NA,NA,"HPBR007075","46790","auto",NA,NA,NA,"22 m de altura",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"415","415","2019-04-02 09:30:36-03","URICER","HPBR","6861","S","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"TOMAZIN, A.",NA,"2000","09","01","Brasil","RS","Erechim","PARQUE MUNIC. LONGINES MALINOWSKI","-52.2738990783691","-27.6341991424561",NA,NA,"HPBR006861","46790","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"416","416","2020-06-25 11:42:49-03","URICER","HPBR","6618","S","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","GUGEL, J. L.","GUGEL, J. L.",NA,"2000","10","01","Brasil","RS","Erechim","PARQUE MUNIC. LONGINES MALINOWSKI","-52.2738990783691","-27.6341991424561",NA,NA,"HPBR006618","46790","auto","2000","10","01",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA
"417","417","2019-04-02 09:30:36-03","URICER","HPBR","8531","S","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"SCARIOT, C. R.",NA,"2003","01","18","Brasil","RS","Getúlio Vargas","PARQUE MUNIC. DAS ÁGUAS","-52.2275009155273","-27.8903007507324",NA,NA,"HPBR008531","18803","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"418","418","2019-04-02 09:30:36-03","URICER","HPBR","819","S","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","VENTURIN, N.","VARIANI, E.",NA,"1985","11","26","Brasil","RS","Marcelino Ramos","PONTE DO RIO LIGEIRO","-51.9063987731934","-27.4617004394531",NA,NA,"HPBR000819","18635","auto",NA,NA,NA,"Órgão reprodutor masculino",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"419","419","2021-10-07 17:00:28-03","URICER","HPBR","12598","S","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","MENEGAT, M.N.","MENEGAT, M.N.",NA,"2018","08","25","Brasil","RS","São José do Ouro",NA,"-51.5943984985352","-27.7693996429443",NA,NA,"HPBR012598","18342","auto","2018","08","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","420","2021-07-27 10:45:02-03","URICER","HPBR","12471","S","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","BRUM, A.P.","BRUM, A.P.",NA,"2018","08","20","Brasil","RS","São Valentim",NA,"-52.5236015319824","-27.5583000183105",NA,NA,"HPBR012471","14741","auto","2018","09","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","421","2021-09-02 11:44:36-03","URICER","HPBR","11595","S","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","SLAVIEIRO, L.B.","SLAVIEIRO, L. B.",NA,"2011","11","24","Brasil","RS","Sertão","Parque Natural Municipal de Sertão","-52.2597007751465","-27.979700088501",NA,NA,"HPBR011595","30142","auto","2011","11","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","422","2023-09-25 12:31:50-03","UNB","UBW","317","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,"s.n.",NA,NA,NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,NA,"UBW0310115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","423","2023-09-25 12:31:50-03","UNB","UBW","382","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,"s.n.",NA,NA,NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,NA,"UBW0310114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","424","2023-09-25 12:31:50-03","UNB","UBW","604","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","J.E.Paula","J.E.Paula","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ritápolis",NA,"-44.3180999755859","-21.021900177002",NA,NA,"UBW0310116","18703","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","425","2023-09-25 12:31:50-03","UNB","UBW","266","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ritápolis",NA,"-44.3180999755859","-21.021900177002",NA,NA,"UBW0310113","18703","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","426","2023-05-06 20:00:03-03","FLAS","FLAS","187083","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"Gerald F. Guala II","1430","1990","05","22","Brazil","Santa Catarina","Cacador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Preserved herbarium specimen",NA,NA,NA
"427","427","2023-05-06 20:00:03-03","FLAS","FLAS","190974","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"Gerald F. Guala II","1430","1990","05","22","Brazil","Santa Catarina","Cacador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Preserved herbarium specimen",NA,NA,NA
"428","428","2023-07-24 09:40:38-03","UFMT","CNMT","3695","PreservedSpecimen","Plantae","Gimnosperma","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"Pereira-Silva, G.; Moreira, A.G.","100000","2005","05","03","Brasil","Santa Catarina","Campo Belo do Sul","Fazenda Gateados, margem esquerda do rio Varões","-50.803611","-27.988889","50°48'13W","27°59'20S","CNMT003695",NA,NA,NA,NA,NA,"Área de influência indireta.Mata estacional caducifólia, relevo acidentado,Solo argiloso,frutos maduros amarelos.Árvore. 10m de altura.Com cerca de 3 mts de altura, GPS 10004",NA,NA,NA,NA,"900","900",NA,NA,NA,NA,NA,NA,NA
"429","429","2023-07-24 09:40:38-03","UFMT","CNMT","3902","PreservedSpecimen","Plantae","Gimnosperma","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"Vieira, C.",NA,"2011","10","03","Brasil","Paraná","Terra Rica","SítioSão José.","-49.118056","-27.006944","49°7'5W","27°0'25S","CNMT003902",NA,NA,NA,NA,NA,"Árvore.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","430","2022-06-20 10:08:19-03","MCN-FZBRS","HAS","3466","PreservedSpecimen","Plantae","Gimnospermae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Aguiar, L. & Soares, Z.","Aguiar, L.; Soares, Z.","s.n.","1976","01",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Parque Farroupilha","-51.214437","-30.034991","-51,214437","-30,034991","HAS0003466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","431","2022-06-20 10:08:19-03","MCN-FZBRS","HAS","92158","PreservedSpecimen","Plantae","Gimnospermae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Grizzon, M.","Branco, C.S.","s.n.","2013","09",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Bairro Petrópolis","-51.14583333","-29.15944444","-51,14583333","-29,15944444","HAS0092158",NA,NA,"2013","10",NA,"Planta feminina.",NA,NA,NA,NA,"780","780",NA,NA,NA,NA,NA,NA,NA
"432","432","2022-06-20 10:08:19-03","MCN-FZBRS","HAS","92163","PreservedSpecimen","Plantae","Gimnospermae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Grizzon, M.","Branco, C.S.","s.n.","2013","09",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Bairro Petrópolis","-51.14583333","-29.15944444","-51,14583333","-29,15944444","HAS0092163",NA,NA,"2013","10",NA,"Planta masculina.",NA,NA,NA,NA,"780","780",NA,NA,NA,NA,NA,NA,NA
"433","433","2022-06-20 10:08:19-03","MCN-FZBRS","HAS","94927","PreservedSpecimen","Plantae","Gimnospermae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Senna, R.M.","Senna, R.M.","s.n.","2017","10",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Jardim botânico, coleção viva de Gimnospermas","-51.178068","-30.051692","-51,178068","-30,051692","HAS0094927",NA,NA,NA,NA,NA,"Ramos com estróbilos masculinos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","434","2022-06-20 10:08:19-03","MCN-FZBRS","HAS","43669","PreservedSpecimen","Plantae","Gimnospermae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Senna, R.M.","Senna, R.M.; Schimit, R. & Mansan, C.","891","2005","04",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Potreiro Velho, Estação Ecológica Estadual Aratinga","-50.5835990905762","-29.4480991363525",NA,NA,"HAS0043669","76715","auto",NA,NA,NA,"Mata com araucária; árvore; Projeto Mata Atlântica. Está com o material utilizado em exposições sobre espécies ameaçadas de extinção.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","435","2022-06-20 10:08:19-03","MCN-FZBRS","HAS","81634","PreservedSpecimen","Plantae","Gimnospermae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"Silveira, N.","86","1981",NA,NA,"Brasil","Rio Grande do Sul","Veranópolis",NA,"-51.5494003295898","-28.9361000061035",NA,NA,"HAS0081634","16670","auto",NA,NA,NA,"Na mata, árvore alta de casca lisa e de cor vinácea. Estróbilos maduros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","436","2022-06-20 10:08:19-03","MCN-FZBRS","HAS","93686","PreservedSpecimen","Plantae","Gimnospermae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Rauth, V.M.","Batti, B.; Rauth, V.M. et al.","27","2008","06",NA,"Brasil","Paraná","Pinhais","Estrada da Graciosa em frente a entrada do Parque Newton Freire Maia","-49.1925010681152","-25.4447002410889",NA,NA,"HAS0093686","10418","auto","2008",NA,NA,"Árvore perenifólia com estróbilos masculinos. Floresta Ombrófila Mista, planta proveniente da queda de árvore por motivos naturais.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","437","2022-06-20 10:08:19-03","MCN-FZBRS","HAS","44633","PreservedSpecimen","Plantae","Gimnospermae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Camargo, O.R.","Camargo, O.R.","s.n.","1976","02",NA,"Brasil","Rio Grande do Sul","Bom Jesus","4º distrito, na fazenda de Nabor Velho, Potreirinhos","-50.4166984558105","-28.6678009033203",NA,NA,"HAS0044633","55856","auto","1976","03",NA,"Num capão, árvore de 20 m, frutos imaturos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","438","2022-06-20 10:08:19-03","MCN-FZBRS","HAS","36260","PreservedSpecimen","Plantae","Gimnospermae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Silveira, N.","Silveira, N.; Mansan, C.","11886","1994","03",NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Fazenda Velha, Celulose Cambará","-50.1446990966797","-29.0478000640869",NA,NA,"HAS0036260","30776","auto","1994",NA,NA,"Na mata, 12 m de altura, sementes imaturas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","439","2022-06-20 10:08:19-03","MCN-FZBRS","HAS","44625","PreservedSpecimen","Plantae","Gimnospermae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Silveira, N.","Silveira, N.; Mansan, C.","10142","1993","03",NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Fazenda Velha, Celulose Cambará","-50.1446990966797","-29.0478000640869",NA,NA,"HAS0044625","30776","auto","1994","04",NA,"Mata, exemplar com 12 m de altura.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","440","2022-06-20 10:08:19-03","MCN-FZBRS","HAS","44624","PreservedSpecimen","Plantae","Gimnospermae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Silveira, N.","Silveira, N.; Mansan, C.","11886","1994","03",NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Fazenda Velha, Celulose Cambará","-50.1446990966797","-29.0478000640869",NA,NA,"HAS0044624","30776","auto","1994",NA,NA,"Na mata, 13 m de altura, sementes amadurecendo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","441","2022-06-20 10:08:19-03","MCN-FZBRS","HAS","11000","PreservedSpecimen","Plantae","Gimnospermae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Waechter, J.L.","Waechter, J.L.","1412","1979","10",NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Parque Nacional Aparados da Serra","-50.1446990966797","-29.0478000640869",NA,NA,"HAS0011000","30776","auto","1979",NA,NA,"Exemplar masculino, cones e ramos coletados no solo após ventania.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","442","2022-06-20 10:08:19-03","MCN-FZBRS","HAS","85302","PreservedSpecimen","Plantae","Gimnospermae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"Mattos, J.","2270","1953",NA,NA,"Brasil","Santa Catarina","São Joaquim",NA,"-49.9317016601562","-28.2938995361328",NA,NA,"HAS0085302","48290","auto",NA,NA,NA,"Na mata, árvore alta, com cerca de 12 m de altura, masculino.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","443","2022-06-20 10:08:19-03","MCN-FZBRS","HAS","87489","PreservedSpecimen","Plantae","Gimnospermae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia var. caiuva","J. Mattos","Mattos, R.","Mattos, J.","12962","1965","08",NA,"Brasil","Santa Catarina","São Joaquim","3km ao norte da barra dos rios Portinho e Rondinha","-49.9317016601562","-28.2938995361328",NA,NA,"HAS0087489","48290","auto","1966",NA,NA,"pinheiro cajuvá. Na mata. Árvore com ca. De 18m de altura. Cones maduros. Pinhões vermelhos com ponta branca.",NA,NA,"var. caiuva",NA,NA,NA,NA,NA,"Isotypus",NA,NA,NA,NA
"444","444","2022-06-20 10:08:19-03","MCN-FZBRS","HAS","85303","PreservedSpecimen","Plantae","Gimnospermae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"Mattos, J.","9406","1961","10",NA,"Brasil","Santa Catarina","São Joaquim","Invernadinha Taperinha","-49.9317016601562","-28.2938995361328",NA,NA,"HAS0085303","48290","auto",NA,NA,NA,"Na mata virgem, 10 m de altura, feminina.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","445","2022-06-20 10:08:19-03","MCN-FZBRS","HAS","83985","PreservedSpecimen","Plantae","Gimnospermae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"Mattos, J.","14828","1967","07",NA,"Brasil","Santa Catarina","São Joaquim","Invernadinha Taperinha, Perto da Barra do Rio Rondinha com o Rio Postinho","-49.9317016601562","-28.2938995361328",NA,NA,"HAS0083985","48290","auto",NA,NA,NA,"Na mata virgem, árvore com cerca de 10 m de altura.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","446","2020-09-23 10:36:19-03","E","E","420678","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",NA,NA,"Sellow, Friedrich",NA,NA,NA,NA,"BR",NA,NA,"Brasilia",NA,NA,NA,NA,"E00420678",NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00420678 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"E. Tropical South America",NA,NA,NA,NA,NA,"herbarium specimen of unspecif",NA,NA,"BGBASE:471666"
"447","447","2020-01-20 14:40:09-03","UPM","MACK","2745","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","F. A. Medeiros","F. A. Medeiros","5","2018","03","03","Brasil","SP","São Pedro","Thermas Water Park","-47.9099998474121","-22.5400009155273",NA,NA,NA,"19379","auto","2018","03","12","Pousada dos Chalés",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","448","2023-04-17 10:33:28-03","ESALQ","ESA","144714","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","V.C.Souza","Cagnoni, L.B.","32",NA,NA,NA,"Brasil","São Paulo","Itatinga","ITA_29","-48.635865","-23.043007","48°38'09,11346W","23°02'34,82478S","ESA144714",NA,NA,NA,NA,NA,"8525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","449","2023-04-17 10:33:28-03","ESALQ","ESA","144765","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","V.C.Souza","Carioba, T.M.","25",NA,NA,NA,"Brasil","São Paulo","Itatinga","ITA_28","-48.639063","-23.046254","48°38'20,62813W","23°02'46,51535S","ESA144765",NA,NA,NA,NA,NA,"9087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","450","2023-04-17 10:33:28-03","ESALQ","ESA","145530","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","V.C.Souza","Stuani, G.R.","423",NA,NA,NA,"Brasil","São Paulo","Itatinga","ITA_11","-48.631428","-23.065583","48°37'53,14W","23° 3'56,10S","ESA145530",NA,NA,NA,NA,NA,"3434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","451","2023-04-17 10:33:28-03","ESALQ","ESA","146222","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","V.C.Souza","Kubo, W. K.","479",NA,NA,NA,"Brasil","São Paulo","Santa Branca","Parcela STB_04","-45.868056","-23.475278","45°52'05W","23°28'31S","ESA146222",NA,NA,NA,NA,NA,"23172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
