"DATASET","DATASET_ACRONYM","RECORD_ID","MUNICIPALITY","STATE","STATE_ACRONYM","COUNTRY","ID_CODLOC","HABITAT","LATITUDE_Y","LONGITUDE_X","PRECISION","REGIONAL_NAME_OF_STUDY_SITE","EPIPHYTE_GROUP","EPIPHYTE_FAMILY","EPIPHYTE_GENUS","EPIPHYTE_EPITHET","EPIPHYTE_SPECIES","EPIPHYTE_HABITAT","FOROPHYTE_FAMILY","FOROPHYTE_GENERA","FOROPHYTE_EPITHET","FOROPYHYTE_SPECIES","YEAR_START","YEAR_FINISH","DATA_TYPE","ALTITUDE","ANNUAL_RAINFALL","ANNUAL_TEMPERATURE","VEGETATION_TYPE","ATLANTIC_FOREST_LIMIT","OBS"
"KERB_01491","KERB","E1491","PIRAQUARA","PARANA","PR","Brazil","ABUNDANCE","Mixed Ombrophilous Forest",-25.528984,-49.012214,"Forest fragment","Haras Santo Antonio","Angiosperms","Orchidaceae","Campylocentrum","aromaticum","Campylocentrum aromaticum","holoepiphyte","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2002,"2006","Abundance",1015,1701,20.3999996185303,"Ombrophilous Forest","YES",NA
"KERB_01492","KERB","E1492","PIRAQUARA","PARANA","PR","Brazil","ABUNDANCE","Mixed Ombrophilous Forest",-25.528984,-49.012214,"Forest fragment","Haras Santo Antonio","Ferns","Polypodiaceae","Microgramma","squamulosa","Microgramma squamulosa","holoepiphyte","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2002,"2006","Abundance",1015,1701,20.3999996185303,"Ombrophilous Forest","YES",NA
"KERB_01493","KERB","E1493","PIRAQUARA","PARANA","PR","Brazil","ABUNDANCE","Mixed Ombrophilous Forest",-25.528984,-49.012214,"Forest fragment","Haras Santo Antonio","Ferns","Polypodiaceae","Pleopeltis","macrocarpa","Pleopeltis macrocarpa","facultative","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2002,"2006","Abundance",1015,1701,20.3999996185303,"Ombrophilous Forest","YES",NA
"KERB_01494","KERB","E1494","PIRAQUARA","PARANA","PR","Brazil","ABUNDANCE","Mixed Ombrophilous Forest",-25.528984,-49.012214,"Forest fragment","Haras Santo Antonio","Angiosperms","Orchidaceae","Epidendrum","caldense","Epidendrum caldense","holoepiphyte","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2002,"2006","Abundance",1015,1701,20.3999996185303,"Ombrophilous Forest","YES",NA
"KERB_01496","KERB","E1496","PIRAQUARA","PARANA","PR","Brazil","ABUNDANCE","Mixed Ombrophilous Forest",-25.528984,-49.012214,"Forest fragment","Haras Santo Antonio","Angiosperms","Orchidaceae","Octomeria","octomeriantha","Octomeria octomeriantha","holoepiphyte","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2002,"2006","Abundance",1015,1701,20.3999996185303,"Ombrophilous Forest","YES",NA
"KERB_01497","KERB","E1497","PIRAQUARA","PARANA","PR","Brazil","ABUNDANCE","Mixed Ombrophilous Forest",-25.528984,-49.012214,"Forest fragment","Haras Santo Antonio","Angiosperms","Orchidaceae","Octomeria","palmyrabellae","Octomeria palmyrabellae","holoepiphyte","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2002,"2006","Abundance",1015,1701,20.3999996185303,"Ombrophilous Forest","YES",NA
"KERB_01498","KERB","E1498","PIRAQUARA","PARANA","PR","Brazil","ABUNDANCE","Mixed Ombrophilous Forest",-25.528984,-49.012214,"Forest fragment","Haras Santo Antonio","Angiosperms","Orchidaceae","Pabstiella","bacillaris","Pabstiella bacillaris","holoepiphyte","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2002,"2006","Abundance",1015,1701,20.3999996185303,"Ombrophilous Forest","YES",NA
"KERB_01499","KERB","E1499","PIRAQUARA","PARANA","PR","Brazil","ABUNDANCE","Mixed Ombrophilous Forest",-25.528984,-49.012214,"Forest fragment","Haras Santo Antonio","Ferns","Polypodiaceae","Pleopeltis","pleopeltidis","Pleopeltis pleopeltidis","holoepiphyte","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2002,"2006","Abundance",1015,1701,20.3999996185303,"Ombrophilous Forest","YES",NA
"KERB_01500","KERB","E1500","PIRAQUARA","PARANA","PR","Brazil","ABUNDANCE","Mixed Ombrophilous Forest",-25.528984,-49.012214,"Forest fragment","Haras Santo Antonio","Angiosperms","Araceae","Philodendron","loefgrenii","Philodendron loefgrenii","holoepiphyte","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2002,"2006","Abundance",1015,1701,20.3999996185303,"Ombrophilous Forest","YES",NA
"KERB_01501","KERB","E1501","PIRAQUARA","PARANA","PR","Brazil","ABUNDANCE","Mixed Ombrophilous Forest",-25.528984,-49.012214,"Forest fragment","Haras Santo Antonio","Ferns","Polypodiaceae","Serpocaulon","catharinae","Serpocaulon catharinae","holoepiphyte","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2002,"2006","Abundance",1015,1701,20.3999996185303,"Ombrophilous Forest","YES",NA
"KERB_01502","KERB","E1502","PIRAQUARA","PARANA","PR","Brazil","ABUNDANCE","Mixed Ombrophilous Forest",-25.528984,-49.012214,"Forest fragment","Haras Santo Antonio","Ferns","Polypodiaceae","Pleopeltis","hirsutissima","Pleopeltis hirsutissima","holoepiphyte","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2002,"2006","Abundance",1015,1701,20.3999996185303,"Ombrophilous Forest","YES",NA
"KERB_01503","KERB","E1503","PIRAQUARA","PARANA","PR","Brazil","ABUNDANCE","Mixed Ombrophilous Forest",-25.528984,-49.012214,"Forest fragment","Haras Santo Antonio","Ferns","Polypodiaceae","Microgramma","squamulosa","Microgramma squamulosa","holoepiphyte","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2002,"2006","Abundance",1015,1701,20.3999996185303,"Ombrophilous Forest","YES",NA
"KERB_01504","KERB","E1504","PIRAQUARA","PARANA","PR","Brazil","ABUNDANCE","Mixed Ombrophilous Forest",-25.528984,-49.012214,"Forest fragment","Haras Santo Antonio","Angiosperms","Bromeliaceae","Vriesea","friburgensis","Vriesea friburgensis","holoepiphyte","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2002,"2006","Abundance",1015,1701,20.3999996185303,"Ombrophilous Forest","YES",NA
"KERB_01505","KERB","E1505","PIRAQUARA","PARANA","PR","Brazil","ABUNDANCE","Mixed Ombrophilous Forest",-25.528984,-49.012214,"Forest fragment","Haras Santo Antonio","Angiosperms","Bromeliaceae","Aechmea","distichantha","Aechmea distichantha","holoepiphyte","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2002,"2006","Abundance",1015,1701,20.3999996185303,"Ombrophilous Forest","YES",NA
"KERB_01507","KERB","E1507","PIRAQUARA","PARANA","PR","Brazil","ABUNDANCE","Mixed Ombrophilous Forest",-25.528984,-49.012214,"Forest fragment","Haras Santo Antonio","Angiosperms","Orchidaceae","Brasiliorchis","picta","Brasiliorchis picta","holoepiphyte","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2002,"2006","Abundance",1015,1701,20.3999996185303,"Ombrophilous Forest","YES",NA
"KERB_01508","KERB","E1508","PIRAQUARA","PARANA","PR","Brazil","ABUNDANCE","Mixed Ombrophilous Forest",-25.528984,-49.012214,"Forest fragment","Haras Santo Antonio","Angiosperms","Orchidaceae","Prosthechea","fausta","Prosthechea fausta","holoepiphyte","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2002,"2006","Abundance",1015,1701,20.3999996185303,"Ombrophilous Forest","YES",NA
"KERB_01509","KERB","E1509","PIRAQUARA","PARANA","PR","Brazil","ABUNDANCE","Mixed Ombrophilous Forest",-25.528984,-49.012214,"Forest fragment","Haras Santo Antonio","Angiosperms","Orchidaceae","Epidendrum","caldense","Epidendrum caldense","holoepiphyte","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2002,"2006","Abundance",1015,1701,20.3999996185303,"Ombrophilous Forest","YES",NA
"KERB_01510","KERB","E1510","PIRAQUARA","PARANA","PR","Brazil","ABUNDANCE","Mixed Ombrophilous Forest",-25.528984,-49.012214,"Forest fragment","Haras Santo Antonio","Ferns","Polypodiaceae","Pleopeltis","macrocarpa","Pleopeltis macrocarpa","facultative","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2002,"2006","Abundance",1015,1701,20.3999996185303,"Ombrophilous Forest","YES",NA
"KERB_01511","KERB","E1511","PIRAQUARA","PARANA","PR","Brazil","ABUNDANCE","Mixed Ombrophilous Forest",-25.528984,-49.012214,"Forest fragment","Haras Santo Antonio","Angiosperms","Orchidaceae","Bulbophyllum","granulosum","Bulbophyllum granulosum","holoepiphyte","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2002,"2006","Abundance",1015,1701,20.3999996185303,"Ombrophilous Forest","YES",NA
"KERB_01512","KERB","E1512","PIRAQUARA","PARANA","PR","Brazil","ABUNDANCE","Mixed Ombrophilous Forest",-25.528984,-49.012214,"Forest fragment","Haras Santo Antonio","Angiosperms","Orchidaceae","Campylocentrum","aromaticum","Campylocentrum aromaticum","holoepiphyte","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2002,"2006","Abundance",1015,1701,20.3999996185303,"Ombrophilous Forest","YES",NA
"KERB_01513","KERB","E1513","PIRAQUARA","PARANA","PR","Brazil","ABUNDANCE","Mixed Ombrophilous Forest",-25.528984,-49.012214,"Forest fragment","Haras Santo Antonio","Ferns","Hymenophyllaceae","Hymenophyllum","polyanthos","Hymenophyllum polyanthos","holoepiphyte","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2002,"2006","Abundance",1015,1701,20.3999996185303,"Ombrophilous Forest","YES",NA
"KERB_01514","KERB","E1514","PIRAQUARA","PARANA","PR","Brazil","ABUNDANCE","Mixed Ombrophilous Forest",-25.528984,-49.012214,"Forest fragment","Haras Santo Antonio","Angiosperms","Orchidaceae","Octomeria","octomeriantha","Octomeria octomeriantha","holoepiphyte","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2002,"2006","Abundance",1015,1701,20.3999996185303,"Ombrophilous Forest","YES",NA
"KERB_01515","KERB","E1515","PIRAQUARA","PARANA","PR","Brazil","ABUNDANCE","Mixed Ombrophilous Forest",-25.528984,-49.012214,"Forest fragment","Haras Santo Antonio","Angiosperms","Orchidaceae","Octomeria","palmyrabellae","Octomeria palmyrabellae","holoepiphyte","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2002,"2006","Abundance",1015,1701,20.3999996185303,"Ombrophilous Forest","YES",NA
"KERB_01516","KERB","E1516","PIRAQUARA","PARANA","PR","Brazil","ABUNDANCE","Mixed Ombrophilous Forest",-25.528984,-49.012214,"Forest fragment","Haras Santo Antonio","Ferns","Polypodiaceae","Serpocaulon","catharinae","Serpocaulon catharinae","holoepiphyte","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2002,"2006","Abundance",1015,1701,20.3999996185303,"Ombrophilous Forest","YES",NA
"KERB_01518","KERB","E1518","PIRAQUARA","PARANA","PR","Brazil","ABUNDANCE","Mixed Ombrophilous Forest",-25.528984,-49.012214,"Forest fragment","Haras Santo Antonio","Angiosperms","Bromeliaceae","Tillandsia","stricta","Tillandsia stricta","facultative","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2002,"2006","Abundance",1015,1701,20.3999996185303,"Ombrophilous Forest","YES",NA
"KERB_07997","KERB","E7997","GUARAPUAVA","PARANA","PR","Brazil","ABUNDANCE",NA,-25.521863,-51.416667,"Forest fragment","Rio Sao Jeronimo","Angiosperms","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","holoepiphyte","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2003,"2003","Abundance",984,1735,19.7000007629395,"Savanna","YES",NA
"KERB_08006","KERB","E8006","GUARAPUAVA","PARANA","PR","Brazil","ABUNDANCE",NA,-25.521863,-51.416667,"Forest fragment","Rio Sao Jeronimo","Ferns","Polypodiaceae","Microgramma","squamulosa","Microgramma squamulosa","holoepiphyte","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2003,"2003","Abundance",984,1735,19.7000007629395,"Savanna","YES",NA
"KERB_08151","KERB","E8151","GUARAPUAVA","PARANA","PR","Brazil","ABUNDANCE",NA,-25.521863,-51.416667,"Forest fragment","Rio Sao Jeronimo","Ferns","Polypodiaceae","Pleopeltis","hirsutissima","Pleopeltis hirsutissima","holoepiphyte","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2003,"2003","Abundance",984,1735,19.7000007629395,"Savanna","YES",NA
"KERB_08152","KERB","E8152","GUARAPUAVA","PARANA","PR","Brazil","ABUNDANCE",NA,-25.521863,-51.416667,"Forest fragment","Rio Sao Jeronimo","Ferns","Polypodiaceae","Pleopeltis","hirsutissima","Pleopeltis hirsutissima","holoepiphyte","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2003,"2003","Abundance",984,1735,19.7000007629395,"Savanna","YES",NA
"KERB_08214","KERB","E8214","GUARAPUAVA","PARANA","PR","Brazil","ABUNDANCE",NA,-25.521863,-51.416667,"Forest fragment","Rio Sao Jeronimo","Angiosperms","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia","facultative","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2003,"2003","Abundance",984,1735,19.7000007629395,"Savanna","YES",NA
"KERB_08215","KERB","E8215","GUARAPUAVA","PARANA","PR","Brazil","ABUNDANCE",NA,-25.521863,-51.416667,"Forest fragment","Rio Sao Jeronimo","Angiosperms","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia","facultative","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2003,"2003","Abundance",984,1735,19.7000007629395,"Savanna","YES",NA
"KERB_08216","KERB","E8216","GUARAPUAVA","PARANA","PR","Brazil","ABUNDANCE",NA,-25.521863,-51.416667,"Forest fragment","Rio Sao Jeronimo","Angiosperms","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia","facultative","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2003,"2003","Abundance",984,1735,19.7000007629395,"Savanna","YES",NA
"KERB_08217","KERB","E8217","GUARAPUAVA","PARANA","PR","Brazil","ABUNDANCE",NA,-25.521863,-51.416667,"Forest fragment","Rio Sao Jeronimo","Angiosperms","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia","facultative","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2003,"2003","Abundance",984,1735,19.7000007629395,"Savanna","YES",NA
"KERB_08218","KERB","E8218","GUARAPUAVA","PARANA","PR","Brazil","ABUNDANCE",NA,-25.521863,-51.416667,"Forest fragment","Rio Sao Jeronimo","Angiosperms","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia","facultative","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2003,"2003","Abundance",984,1735,19.7000007629395,"Savanna","YES",NA
"KERB_08258","KERB","E8258","GUARAPUAVA","PARANA","PR","Brazil","ABUNDANCE",NA,-25.521863,-51.416667,"Forest fragment","Rio Sao Jeronimo","Angiosperms","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides","holoepiphyte","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2003,"2003","Abundance",984,1735,19.7000007629395,"Savanna","YES",NA
"KERB_08260","KERB","E8260","GUARAPUAVA","PARANA","PR","Brazil","ABUNDANCE","Flooded Forest",-25.521863,-51.416667,"Forest fragment","Rio Sao Jeronimo","Angiosperms","Bromeliaceae","Aechmea","recurvata","Aechmea recurvata","holoepiphyte","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2003,"2003","Abundance",984,1735,19.7000007629395,"Savanna","YES",NA
"KERB_08466","KERB","E8466","GUARAPUAVA","PARANA","PR","Brazil","ABUNDANCE","Flooded Forest",-25.521863,-51.416667,"Forest fragment","Rio Sao Jeronimo","Ferns","Polypodiaceae","Microgramma","squamulosa","Microgramma squamulosa","holoepiphyte","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2003,"2003","Abundance",984,1735,19.7000007629395,"Savanna","YES",NA
"KERB_08711","KERB","E8711","GUARAPUAVA","PARANA","PR","Brazil","ABUNDANCE","Flooded Forest",-25.521863,-51.416667,"Forest fragment","Rio Sao Jeronimo","Ferns","Polypodiaceae","Pleopeltis","hirsutissima","Pleopeltis hirsutissima","holoepiphyte","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia",2003,"2003","Abundance",984,1735,19.7000007629395,"Savanna","YES",NA
